ID,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
6835,Multiple carriers,09-03-2019,Delhi,Cochin,DEL _ HYD _ MAA _ COK,09:45,21:20,11h 35m,2 stops,No info,10090
6836,Jet Airways,06-03-2019,Mumbai,Hyderabad,BOM _ IDR _ DEL _ HYD,17:50,07-03-2019 16:50,23h,2 stops,No info,20845
6837,Vistara,24-06-2019,Banglore,Delhi,BLR _ DEL,17:00,19:35,2h 35m,non-stop,No info,4878
6838,IndiGo,01-06-2019,Mumbai,Hyderabad,BOM _ HYD,21:20,22:50,1h 30m,non-stop,No info,2227
6839,IndiGo,18-05-2019,Delhi,Cochin,DEL _ HYD _ COK,07:35,16:10,8h 35m,1 stop,No info,6442
6840,SpiceJet,27-05-2019,Banglore,Delhi,BLR _ DEL,21:10,28-05-2019 00:05,2h 55m,non-stop,No check-in baggage included,3257
6841,Jet Airways,15-06-2019,Banglore,Delhi,BLR _ DEL,06:00,08:45,2h 45m,non-stop,In-flight meal not included,7229
6842,Air India,01-05-2019,Kolkata,Banglore,CCU _ DEL _ COK _ BLR,20:30,02-05-2019 13:45,17h 15m,2 stops,No info,15164
6843,IndiGo,24-03-2019,Banglore,New Delhi,BLR _ DEL,10:10,13:00,2h 50m,non-stop,No info,10067
6844,Air India,15-03-2019,Delhi,Cochin,DEL _ COK,14:10,17:10,3h,non-stop,No info,5674
6845,Jet Airways,01-03-2019,Banglore,New Delhi,BLR _ BOM _ DEL,14:05,02-03-2019 10:25,20h 20m,1 stop,No info,20800
6846,IndiGo,18-05-2019,Delhi,Cochin,DEL _ HYD _ COK,06:50,22:30,15h 40m,1 stop,No info,7144
6847,Air India,27-05-2019,Delhi,Cochin,DEL _ COK,05:10,08:00,2h 50m,non-stop,No info,6094
6848,Jet Airways,18-05-2019,Mumbai,Hyderabad,BOM _ HYD,10:20,11:50,1h 30m,non-stop,In-flight meal not included,4050
6849,SpiceJet,24-06-2019,Chennai,Kolkata,MAA _ CCU,09:45,12:00,2h 15m,non-stop,No check-in baggage included,3859
6850,Jet Airways,21-03-2019,Delhi,Cochin,DEL _ IDR _ BOM _ COK,10:20,22-03-2019 18:50,32h 30m,2 stops,No info,11664
6851,Multiple carriers,06-03-2019,Delhi,Cochin,DEL _ HYD _ MAA _ COK,07:10,21:20,14h 10m,2 stops,In-flight meal not included,7731
6852,Jet Airways,12-06-2019,Kolkata,Banglore,CCU _ DEL _ BLR,09:35,19:10,9h 35m,1 stop,No info,12692
6853,Air India,18-05-2019,Delhi,Cochin,DEL _ HYD _ MAA _ COK,13:15,19-05-2019 09:25,20h 10m,2 stops,No info,11307
6854,Jet Airways,09-06-2019,Kolkata,Banglore,CCU _ BOM _ BLR,21:10,10-06-2019 04:40,7h 30m,1 stop,In-flight meal not included,8586
6855,IndiGo,21-03-2019,Banglore,New Delhi,BLR _ STV _ DEL,11:20,15:25,4h 5m,1 stop,No info,5746
6856,Multiple carriers,21-03-2019,Delhi,Cochin,DEL _ BOM _ COK,08:00,19:15,11h 15m,1 stop,No info,13378
6857,Air India,24-03-2019,Banglore,New Delhi,BLR _ DEL,17:00,19:45,2h 45m,non-stop,No info,7486
6858,SpiceJet,06-03-2019,Chennai,Kolkata,MAA _ CCU,09:30,12:05,2h 35m,non-stop,No info,7298
6859,Multiple carriers,12-06-2019,Delhi,Cochin,DEL _ BOM _ COK,11:40,21:00,9h 20m,1 stop,No info,7005
6860,IndiGo,12-05-2019,Kolkata,Banglore,CCU _ BLR,17:15,19:50,2h 35m,non-stop,No info,4804
6861,IndiGo,09-03-2019,Delhi,Cochin,DEL _ BOM _ COK,04:45,12:55,8h 10m,1 stop,No info,16162
6862,IndiGo,24-04-2019,Banglore,Delhi,BLR _ DEL,00:30,03:25,2h 55m,non-stop,No info,3419
6863,Air Asia,01-05-2019,Kolkata,Banglore,CCU _ IXR _ DEL _ BLR,15:10,23:30,8h 20m,2 stops,No info,5192
6864,Air Asia,15-04-2019,Kolkata,Banglore,CCU _ BLR,10:20,12:55,2h 35m,non-stop,No info,4409
6865,Jet Airways,18-04-2019,Banglore,Delhi,BLR _ DEL,08:20,11:20,3h,non-stop,No info,7229
6866,IndiGo,15-03-2019,Banglore,New Delhi,BLR _ HYD _ DEL,16:55,21:50,4h 55m,1 stop,No info,5397
6867,Jet Airways,15-04-2019,Delhi,Cochin,DEL _ BOM _ COK,14:00,19:00,5h,1 stop,In-flight meal not included,6542
6868,GoAir,27-03-2019,Delhi,Cochin,DEL _ BOM _ COK,10:25,19:20,8h 55m,1 stop,No info,5281
6869,Multiple carriers,06-06-2019,Delhi,Cochin,DEL _ BOM _ COK,12:50,19:15,6h 25m,1 stop,No info,8266
6870,Jet Airways,12-06-2019,Delhi,Cochin,DEL _ BOM _ COK,14:00,19:00,5h,1 stop,In-flight meal not included,10262
6871,Vistara,24-03-2019,Kolkata,Banglore,CCU _ DEL _ BLR,20:20,25-03-2019 20:25,24h 5m,1 stop,No info,11105
6872,Jet Airways,03-04-2019,Banglore,Delhi,BLR _ DEL,08:20,11:20,3h,non-stop,In-flight meal not included,4544
6873,Air India,06-03-2019,Kolkata,Banglore,CCU _ BLR,14:15,16:45,2h 30m,non-stop,No info,4960
6874,Jet Airways,06-03-2019,Banglore,New Delhi,BLR _ BOM _ DEL,08:55,07-03-2019 05:05,20h 10m,1 stop,No info,16736
6875,Multiple carriers,01-06-2019,Delhi,Cochin,DEL _ BOM _ COK,10:00,02-06-2019 01:30,15h 30m,1 stop,No info,13377
6876,SpiceJet,18-05-2019,Mumbai,Hyderabad,BOM _ HYD,13:15,14:45,1h 30m,non-stop,No info,2227
6877,Air India,15-03-2019,Mumbai,Hyderabad,BOM _ HYD,06:20,07:40,1h 20m,non-stop,No info,3100
6878,Air India,09-06-2019,Mumbai,Hyderabad,BOM _ HYD,21:05,22:25,1h 20m,non-stop,No info,3100
6879,SpiceJet,18-05-2019,Kolkata,Banglore,CCU _ BLR,06:55,09:30,2h 35m,non-stop,No info,3873
6880,IndiGo,03-03-2019,Mumbai,Hyderabad,BOM _ HYD,20:05,21:35,1h 30m,non-stop,No info,5232
6881,Jet Airways,27-05-2019,Banglore,Delhi,BLR _ DEL,18:55,22:00,3h 5m,non-stop,In-flight meal not included,3359
6882,IndiGo,24-03-2019,Banglore,New Delhi,BLR _ DEL,07:10,10:05,2h 55m,non-stop,No info,6144
6883,IndiGo,06-03-2019,Delhi,Cochin,DEL _ HYD _ COK,07:35,12:00,4h 25m,1 stop,No info,7725
6884,Air India,24-03-2019,Banglore,New Delhi,BLR _ DEL,21:05,23:55,2h 50m,non-stop,No info,4441
6885,Air India,27-06-2019,Delhi,Cochin,DEL _ RPR _ NAG _ BOM _ COK,05:15,28-06-2019 19:15,38h,3 stops,No info,10703
6886,Jet Airways,12-06-2019,Kolkata,Banglore,CCU _ BOM _ BLR,21:10,13-06-2019 10:05,12h 55m,1 stop,In-flight meal not included,8529
6887,Multiple carriers,03-03-2019,Delhi,Cochin,DEL _ BOM _ COK,04:00,13:20,9h 20m,1 stop,No info,14973
6888,Jet Airways,24-05-2019,Kolkata,Banglore,CCU _ BOM _ BLR,08:25,19:50,11h 25m,1 stop,No info,14571
6889,SpiceJet,03-06-2019,Banglore,Delhi,BLR _ DEL,21:10,04-06-2019 00:05,2h 55m,non-stop,No check-in baggage included,3257
6890,Jet Airways,18-03-2019,Banglore,New Delhi,BLR _ BOM _ DEL,16:55,23:00,6h 5m,1 stop,In-flight meal not included,11087
6891,SpiceJet,01-04-2019,Kolkata,Banglore,CCU _ BLR,06:55,09:30,2h 35m,non-stop,No info,3873
6892,SpiceJet,15-04-2019,Banglore,Delhi,BLR _ DEL,09:30,12:20,2h 50m,non-stop,No info,4423
6893,Air India,03-06-2019,Delhi,Cochin,DEL _ GOI _ BOM _ COK,10:55,04-06-2019 07:40,20h 45m,2 stops,No info,11753
6894,Jet Airways,24-05-2019,Kolkata,Banglore,CCU _ BOM _ BLR,16:30,23:35,7h 5m,1 stop,No info,14571
6895,Multiple carriers,03-06-2019,Delhi,Cochin,DEL _ BOM _ COK,06:00,21:00,15h,1 stop,No info,8475
6896,Jet Airways,01-05-2019,Kolkata,Banglore,CCU _ BOM _ BLR,20:00,02-05-2019 10:05,14h 5m,1 stop,No info,13941
6897,Jet Airways,21-05-2019,Delhi,Cochin,DEL _ BOM _ COK,19:45,22-05-2019 19:00,23h 15m,1 stop,No info,16079
6898,Multiple carriers,06-03-2019,Delhi,Cochin,DEL _ BOM _ COK,04:00,18:50,14h 50m,1 stop,No info,13399
6899,Air India,06-06-2019,Delhi,Cochin,DEL _ AMD _ BOM _ COK,16:40,07-06-2019 19:15,26h 35m,2 stops,No info,9653
6900,Jet Airways,06-06-2019,Delhi,Cochin,DEL _ BOM _ COK,10:00,19:00,9h,1 stop,No info,14714
6901,Air Asia,18-06-2019,Banglore,Delhi,BLR _ DEL,11:10,13:55,2h 45m,non-stop,No info,3383
6902,Jet Airways,01-03-2019,Banglore,New Delhi,BLR _ BOM _ DEL,14:05,02-03-2019 08:15,18h 10m,1 stop,No info,22270
6903,Vistara,03-03-2019,Chennai,Kolkata,MAA _ CCU,07:05,09:20,2h 15m,non-stop,No info,5944
6904,Jet Airways,12-05-2019,Kolkata,Banglore,CCU _ BOM _ BLR,18:55,13-05-2019 08:15,13h 20m,1 stop,In-flight meal not included,9663
6905,Multiple carriers,01-06-2019,Delhi,Cochin,DEL _ BOM _ COK,11:40,21:00,9h 20m,1 stop,No info,7740
6906,Air India,01-04-2019,Kolkata,Banglore,CCU _ DEL _ BLR,20:30,02-04-2019 23:15,26h 45m,1 stop,No info,7211
6907,Jet Airways,01-04-2019,Banglore,Delhi,BLR _ DEL,18:55,22:00,3h 5m,non-stop,No info,7229
6908,IndiGo,06-04-2019,Kolkata,Banglore,CCU _ BLR,11:30,14:05,2h 35m,non-stop,No info,4174
6909,Air India,15-03-2019,Kolkata,Banglore,CCU _ BLR,14:15,16:45,2h 30m,non-stop,No info,5170
6910,Multiple carriers,03-03-2019,Delhi,Cochin,DEL _ BOM _ COK,09:10,18:50,9h 40m,1 stop,No info,15135
6911,SpiceJet,09-04-2019,Kolkata,Banglore,CCU _ MAA _ BLR,15:05,20:20,5h 15m,1 stop,No info,4649
6912,Vistara,01-05-2019,Banglore,Delhi,BLR _ DEL,07:00,09:40,2h 40m,non-stop,No info,4668
6913,Air India,12-06-2019,Delhi,Cochin,DEL _ MAA _ COK,20:40,13-06-2019 09:25,12h 45m,1 stop,No info,7480
6914,Air India,18-04-2019,Banglore,Delhi,BLR _ DEL,17:00,19:45,2h 45m,non-stop,No info,6121
6915,Jet Airways,27-05-2019,Delhi,Cochin,DEL _ AMD _ BOM _ COK,23:05,28-05-2019 19:00,19h 55m,2 stops,No info,15129
6916,Air India,06-05-2019,Kolkata,Banglore,CCU _ GAU _ BLR,09:50,21:05,11h 15m,1 stop,No info,7452
6917,Jet Airways,06-06-2019,Kolkata,Banglore,CCU _ DEL _ BLR,09:35,07-06-2019 10:55,25h 20m,1 stop,In-flight meal not included,10539
6918,IndiGo,03-03-2019,Banglore,New Delhi,BLR _ DEL,22:20,07-03-2019 01:10,2h 50m,non-stop,No info,7648
6919,SpiceJet,24-03-2019,Banglore,New Delhi,BLR _ DEL,09:35,12:30,2h 55m,non-stop,No info,3925
6920,IndiGo,15-06-2019,Chennai,Kolkata,MAA _ CCU,13:15,15:35,2h 20m,non-stop,No info,3597
6921,Jet Airways,01-05-2019,Kolkata,Banglore,CCU _ BOM _ BLR,18:55,02-05-2019 10:05,15h 10m,1 stop,In-flight meal not included,8586
6922,Air India,27-06-2019,Delhi,Cochin,DEL _ CCU _ BOM _ COK,16:55,28-06-2019 19:15,26h 20m,2 stops,No info,13591
6923,Multiple carriers,01-06-2019,Delhi,Cochin,DEL _ HYD _ COK,07:05,16:10,9h 5m,1 stop,No info,9646
6924,Vistara,06-05-2019,Banglore,Delhi,BLR _ DEL,09:45,12:35,2h 50m,non-stop,No info,4668
6925,Air India,09-05-2019,Kolkata,Banglore,CCU _ DEL _ BLR,10:00,20:25,10h 25m,1 stop,No info,10203
6926,Air India,24-03-2019,Banglore,New Delhi,BLR _ COK _ DEL,06:55,13:20,6h 25m,1 stop,No info,7932
6927,Air India,01-04-2019,Kolkata,Banglore,CCU _ BOM _ BLR,16:50,02-04-2019 07:55,15h 5m,1 stop,No info,7893
6928,Jet Airways,09-05-2019,Delhi,Cochin,DEL _ JAI _ BOM _ COK,05:30,19:00,13h 30m,2 stops,In-flight meal not included,13029
6929,Jet Airways,12-06-2019,Delhi,Cochin,DEL _ BOM _ COK,09:00,13-06-2019 12:35,27h 35m,1 stop,In-flight meal not included,10262
6930,IndiGo,12-06-2019,Kolkata,Banglore,CCU _ HYD _ BLR,19:20,23:45,4h 25m,1 stop,No info,3574
6931,Air Asia,03-06-2019,Delhi,Cochin,DEL _ BLR _ COK,07:55,22:25,14h 30m,1 stop,No info,8759
6932,Jet Airways,03-03-2019,Banglore,New Delhi,BLR _ BOM _ DEL,08:00,07-03-2019 07:40,23h 40m,1 stop,In-flight meal not included,13502
6933,Air India,18-05-2019,Kolkata,Banglore,CCU _ MAA _ BLR,14:35,19-05-2019 14:35,24h,1 stop,No info,6528
6934,Jet Airways,27-03-2019,Delhi,Cochin,DEL _ BOM _ COK,15:05,28-03-2019 04:25,13h 20m,1 stop,In-flight meal not included,6017
6935,Vistara,09-04-2019,Banglore,Delhi,BLR _ DEL,19:30,22:15,2h 45m,non-stop,No info,5613
6936,Jet Airways,27-06-2019,Mumbai,Hyderabad,BOM _ HYD,08:45,10:15,1h 30m,non-stop,No info,8040
6937,IndiGo,24-03-2019,Banglore,New Delhi,BLR _ DEL,04:00,06:50,2h 50m,non-stop,No info,5694
6938,Jet Airways,21-05-2019,Delhi,Cochin,DEL _ BOM _ COK,17:30,22-05-2019 19:00,25h 30m,1 stop,In-flight meal not included,12898
6939,Air Asia,12-06-2019,Kolkata,Banglore,CCU _ DEL _ BLR,07:35,19:25,11h 50m,1 stop,No info,5192
6940,Jet Airways,01-06-2019,Delhi,Cochin,DEL _ BOM _ COK,15:00,02-06-2019 19:00,28h,1 stop,No info,14714
6941,Jet Airways,12-03-2019,Banglore,New Delhi,BLR _ BOM _ DEL,05:45,23:00,17h 15m,1 stop,No info,13817
6942,Jet Airways,15-06-2019,Delhi,Cochin,DEL _ BOM _ COK,09:00,19:00,10h,1 stop,No info,14714
6943,IndiGo,12-05-2019,Chennai,Kolkata,MAA _ CCU,19:35,21:55,2h 20m,non-stop,No info,3597
6944,Air India,09-05-2019,Banglore,Delhi,BLR _ DEL,13:20,16:10,2h 50m,non-stop,No info,6121
6945,Air India,09-06-2019,Kolkata,Banglore,CCU _ BOM _ GOI _ BLR,16:50,10-06-2019 05:35,12h 45m,2 stops,No info,11642
6946,Jet Airways,06-03-2019,Delhi,Cochin,DEL _ BOM _ COK,16:00,07-03-2019 04:25,12h 25m,1 stop,No info,15764
6947,IndiGo,01-06-2019,Kolkata,Banglore,CCU _ BLR,04:40,07:15,2h 35m,non-stop,No info,4804
6948,Air India,27-05-2019,Delhi,Cochin,DEL _ GOI _ BOM _ COK,10:55,19:15,8h 20m,2 stops,No info,13223
6949,IndiGo,24-06-2019,Chennai,Kolkata,MAA _ CCU,11:35,14:00,2h 25m,non-stop,No info,3858
6950,Multiple carriers,03-06-2019,Delhi,Cochin,DEL _ BOM _ COK,10:20,04-06-2019 01:30,15h 10m,1 stop,No info,6795
6951,Air Asia,09-03-2019,Delhi,Cochin,DEL _ BLR _ COK,16:45,22:15,5h 30m,1 stop,No info,8327
6952,Air India,21-05-2019,Delhi,Cochin,DEL _ BLR _ COK,09:30,23:00,13h 30m,1 stop,No info,8907
6953,IndiGo,09-06-2019,Kolkata,Banglore,CCU _ GAU _ BLR,15:10,20:30,5h 20m,1 stop,No info,7095
6954,Air India,21-03-2019,Delhi,Cochin,DEL _ BOM _ COK,21:00,22-03-2019 07:40,10h 40m,1 stop,No info,6902
6955,Jet Airways,21-05-2019,Delhi,Cochin,DEL _ JAI _ BOM _ COK,19:30,22-05-2019 12:35,17h 5m,2 stops,In-flight meal not included,13029
6956,Air India,09-05-2019,Delhi,Cochin,DEL _ BOM _ COK,10:00,19:15,9h 15m,1 stop,No info,8372
6957,Jet Airways,24-05-2019,Kolkata,Banglore,CCU _ BOM _ BLR,08:25,19:50,11h 25m,1 stop,In-flight meal not included,10844
6958,Air Asia,06-03-2019,Kolkata,Banglore,CCU _ BLR,19:35,22:05,2h 30m,non-stop,No info,4384
6959,Jet Airways,15-05-2019,Kolkata,Banglore,CCU _ DEL _ BLR,09:35,22:05,12h 30m,1 stop,No info,12121
6960,Jet Airways,21-05-2019,Kolkata,Banglore,CCU _ DEL _ BLR,09:35,22-05-2019 14:25,28h 50m,1 stop,No info,11467
6961,IndiGo,03-03-2019,Banglore,New Delhi,BLR _ DEL,20:00,22:55,2h 55m,non-stop,No info,6860
6962,Air India,15-06-2019,Delhi,Cochin,DEL _ BOM _ COK,10:00,19:15,9h 15m,1 stop,No info,11241
6963,Jet Airways,24-03-2019,Kolkata,Banglore,CCU _ BOM _ BLR,19:45,25-03-2019 20:40,24h 55m,1 stop,No info,13759
6964,IndiGo,01-05-2019,Kolkata,Banglore,CCU _ BBI _ BLR,19:35,23:15,3h 40m,1 stop,No info,4226
6965,IndiGo,09-05-2019,Delhi,Cochin,DEL _ BOM _ COK,16:00,10-05-2019 01:30,9h 30m,1 stop,No info,9274
6966,Multiple carriers,27-06-2019,Delhi,Cochin,DEL _ BOM _ COK,08:00,19:00,11h,1 stop,No info,12192
6967,IndiGo,09-06-2019,Kolkata,Banglore,CCU _ BLR,09:35,12:20,2h 45m,non-stop,No info,4804
6968,Jet Airways,27-06-2019,Delhi,Cochin,DEL _ BOM _ COK,11:30,28-06-2019 12:35,25h 5m,1 stop,In-flight meal not included,10262
6969,Jet Airways,15-06-2019,Delhi,Cochin,DEL _ BOM _ COK,13:00,16-06-2019 12:35,23h 35m,1 stop,In-flight meal not included,10262
6970,IndiGo,09-06-2019,Mumbai,Hyderabad,BOM _ HYD,16:55,18:25,1h 30m,non-stop,No info,3175
6971,Jet Airways,27-05-2019,Delhi,Cochin,DEL _ BOM _ COK,17:30,28-05-2019 12:35,19h 5m,1 stop,In-flight meal not included,12898
6972,Jet Airways,21-06-2019,Delhi,Cochin,DEL _ COK,11:00,14:15,3h 15m,non-stop,No info,9564
6973,Jet Airways,27-06-2019,Delhi,Cochin,DEL _ AMD _ BOM _ COK,13:25,28-06-2019 19:00,29h 35m,2 stops,No info,12819
6974,Air India,24-03-2019,Kolkata,Banglore,CCU _ BBI _ BOM _ BLR,09:10,25-03-2019 07:55,22h 45m,2 stops,No info,15187
6975,Air India,24-05-2019,Kolkata,Banglore,CCU _ BOM _ COK _ BLR,09:25,25-05-2019 13:45,28h 20m,2 stops,No info,12802
6976,IndiGo,03-06-2019,Kolkata,Banglore,CCU _ BLR,09:35,12:10,2h 35m,non-stop,No info,4804
6977,SpiceJet,09-03-2019,Chennai,Kolkata,MAA _ CCU,17:45,20:05,2h 20m,non-stop,No info,6300
6978,SpiceJet,27-05-2019,Kolkata,Banglore,CCU _ BLR,17:10,19:40,2h 30m,non-stop,No info,3873
6979,IndiGo,01-06-2019,Kolkata,Banglore,CCU _ BLR,17:15,19:50,2h 35m,non-stop,No info,5224
6980,Air India,15-04-2019,Banglore,Delhi,BLR _ DEL,21:05,23:55,2h 50m,non-stop,No info,5228
6981,Air India,12-03-2019,Mumbai,Hyderabad,BOM _ BLR _ HYD,09:15,13-03-2019 09:15,24h,1 stop,No info,8065
6982,Air India,03-04-2019,Banglore,Delhi,BLR _ DEL,21:05,23:55,2h 50m,non-stop,No info,4441
6983,Multiple carriers,03-06-2019,Delhi,Cochin,DEL _ BOM _ COK,10:35,19:15,8h 40m,1 stop,No info,7354
6984,Air India,21-05-2019,Delhi,Cochin,DEL _ COK,05:10,08:00,2h 50m,non-stop,No info,6094
6985,Jet Airways,01-04-2019,Kolkata,Banglore,CCU _ BOM _ BLR,20:00,02-04-2019 12:00,16h,1 stop,In-flight meal not included,7064
6986,Jet Airways,09-06-2019,Delhi,Cochin,DEL _ IDR _ BOM _ COK,09:35,10-06-2019 04:25,18h 50m,2 stops,No info,13292
6987,Jet Airways,12-06-2019,Delhi,Cochin,DEL _ NAG _ BOM _ COK,14:35,13-06-2019 12:35,22h,2 stops,No info,13376
6988,Jet Airways,21-03-2019,Delhi,Cochin,DEL _ BDQ _ BOM _ COK,10:45,22-03-2019 18:50,32h 5m,2 stops,In-flight meal not included,7791
6989,Air India,12-06-2019,Delhi,Cochin,DEL _ MAA _ COK,12:30,13-06-2019 09:25,20h 55m,1 stop,No info,7480
6990,IndiGo,15-05-2019,Kolkata,Banglore,CCU _ MAA _ BLR,08:10,13:00,4h 50m,1 stop,No info,5069
6991,SpiceJet,18-06-2019,Banglore,Delhi,BLR _ DEL,09:30,12:20,2h 50m,non-stop,No check-in baggage included,3257
6992,Multiple carriers,09-05-2019,Delhi,Cochin,DEL _ BOM _ COK,12:50,10-05-2019 01:30,12h 40m,1 stop,No info,34273
6993,Jet Airways,18-05-2019,Delhi,Cochin,DEL _ AMD _ BOM _ COK,19:10,19-05-2019 19:00,23h 50m,2 stops,No info,16704
6994,Air India,09-05-2019,Kolkata,Banglore,CCU _ JAI _ DEL _ BLR,08:20,23:15,14h 55m,2 stops,No info,11432
6995,Air India,12-03-2019,Mumbai,Hyderabad,BOM _ HYD,21:05,22:25,1h 20m,non-stop,No info,4307
6996,Jet Airways,27-05-2019,Delhi,Cochin,DEL _ JAI _ BOM _ COK,19:30,28-05-2019 12:35,17h 5m,2 stops,In-flight meal not included,13029
6997,Air India,21-05-2019,Mumbai,Hyderabad,BOM _ HYD,15:00,16:25,1h 25m,non-stop,No info,3100
6998,Jet Airways,24-03-2019,Kolkata,Banglore,CCU _ BOM _ BLR,19:45,25-03-2019 22:35,26h 50m,1 stop,In-flight meal not included,10031
6999,SpiceJet,06-06-2019,Kolkata,Banglore,CCU _ BLR,06:55,09:30,2h 35m,non-stop,No check-in baggage included,3841
7000,Jet Airways,15-05-2019,Banglore,Delhi,BLR _ DEL,19:50,22:50,3h,non-stop,In-flight meal not included,4030
7001,Air India,15-06-2019,Delhi,Cochin,DEL _ GOI _ BOM _ COK,22:00,16-06-2019 19:15,21h 15m,2 stops,No info,10441
7002,Air India,24-03-2019,Kolkata,Banglore,CCU _ BBI _ IXR _ DEL _ BLR,12:00,25-03-2019 23:15,35h 15m,3 stops,No info,14221
7003,Jet Airways,03-06-2019,Delhi,Cochin,DEL _ BOM _ COK,11:30,19:00,7h 30m,1 stop,In-flight meal not included,10262
7004,Jet Airways,15-04-2019,Banglore,Delhi,BLR _ DEL,11:10,14:05,2h 55m,non-stop,No info,7229
7005,IndiGo,24-03-2019,Banglore,New Delhi,BLR _ DEL,13:00,15:50,2h 50m,non-stop,No info,8033
7006,IndiGo,15-06-2019,Delhi,Cochin,DEL _ HYD _ COK,05:05,12:10,7h 5m,1 stop,No info,6818
7007,Multiple carriers,21-05-2019,Delhi,Cochin,DEL _ BOM _ COK,08:45,21:00,12h 15m,1 stop,No info,7485
7008,SpiceJet,03-06-2019,Banglore,Delhi,BLR _ DEL,09:30,12:20,2h 50m,non-stop,No info,3971
7009,SpiceJet,15-05-2019,Chennai,Kolkata,MAA _ CCU,17:45,20:05,2h 20m,non-stop,No info,3597
7010,Jet Airways,18-03-2019,Mumbai,Hyderabad,BOM _ HYD,02:55,04:25,1h 30m,non-stop,No info,5678
7011,Air India,24-05-2019,Kolkata,Banglore,CCU _ BOM _ BLR,09:25,25-05-2019 07:55,22h 30m,1 stop,No info,8366
7012,Air India,06-06-2019,Delhi,Cochin,DEL _ GOI _ BOM _ COK,10:55,19:15,8h 20m,2 stops,No info,11753
7013,SpiceJet,24-06-2019,Kolkata,Banglore,CCU _ BLR,22:20,25-06-2019 00:40,2h 20m,non-stop,No check-in baggage included,3841
7014,Vistara,15-05-2019,Kolkata,Banglore,CCU _ DEL _ BLR,17:00,23:25,6h 25m,1 stop,No info,9345
7015,Air India,06-06-2019,Kolkata,Banglore,CCU _ VNS _ DEL _ BLR,14:30,07-06-2019 08:55,18h 25m,2 stops,No info,15107
7016,Multiple carriers,06-06-2019,Delhi,Cochin,DEL _ HYD _ COK,07:05,22:30,15h 25m,1 stop,No info,9646
7017,Jet Airways,09-06-2019,Delhi,Cochin,DEL _ BOM _ COK,07:05,10-06-2019 04:25,21h 20m,1 stop,In-flight meal not included,10262
7018,Jet Airways,27-03-2019,Delhi,Cochin,DEL _ AMD _ BOM _ COK,19:10,28-03-2019 04:25,9h 15m,2 stops,In-flight meal not included,8456
7019,SpiceJet,09-06-2019,Kolkata,Banglore,CCU _ BLR,22:20,10-06-2019 00:40,2h 20m,non-stop,No check-in baggage included,3841
7020,Multiple carriers,27-03-2019,Delhi,Cochin,DEL _ BOM _ COK,07:05,13:20,6h 15m,1 stop,No info,12537
7021,IndiGo,06-06-2019,Kolkata,Banglore,CCU _ BLR,09:35,12:10,2h 35m,non-stop,No info,4804
7022,Multiple carriers,06-06-2019,Delhi,Cochin,DEL _ BOM _ COK,10:20,21:00,10h 40m,1 stop,No info,7005
7023,Multiple carriers,15-06-2019,Delhi,Cochin,DEL _ BOM _ COK,07:05,21:00,13h 55m,1 stop,No info,13587
7024,Jet Airways,12-05-2019,Mumbai,Hyderabad,BOM _ HYD,07:05,08:30,1h 25m,non-stop,In-flight meal not included,4050
7025,IndiGo,21-03-2019,Kolkata,Banglore,CCU _ BLR,09:35,12:20,2h 45m,non-stop,No info,4148
7026,IndiGo,01-05-2019,Chennai,Kolkata,MAA _ CCU,05:15,07:40,2h 25m,non-stop,No info,3850
7027,IndiGo,27-04-2019,Banglore,Delhi,BLR _ DEL,01:30,04:15,2h 45m,non-stop,No info,4591
7028,Jet Airways,18-06-2019,Banglore,Delhi,BLR _ DEL,17:45,20:45,3h,non-stop,No info,8016
7029,IndiGo,18-05-2019,Kolkata,Banglore,CCU _ BLR,15:15,17:45,2h 30m,non-stop,No info,4804
7030,Jet Airways,18-05-2019,Kolkata,Banglore,CCU _ BOM _ BLR,05:45,19-05-2019 08:15,26h 30m,1 stop,No info,13941
7031,IndiGo,21-05-2019,Delhi,Cochin,DEL _ BOM _ COK,06:40,21:00,14h 20m,1 stop,No info,7006
7032,Air India,12-05-2019,Kolkata,Banglore,CCU _ GAU _ IMF _ DEL _ BLR,09:50,23:15,13h 25m,3 stops,No info,14015
7033,Jet Airways,12-03-2019,Banglore,New Delhi,BLR _ BOM _ DEL,22:55,13-03-2019 07:40,8h 45m,1 stop,In-flight meal not included,11087
7034,IndiGo,09-03-2019,Delhi,Cochin,DEL _ HYD _ COK,06:40,12:00,5h 20m,1 stop,No info,5647
7035,IndiGo,21-05-2019,Delhi,Cochin,DEL _ PNQ _ COK,23:30,22-05-2019 04:35,5h 5m,1 stop,No info,8745
7036,Jet Airways,01-06-2019,Banglore,Delhi,BLR _ DEL,06:00,08:45,2h 45m,non-stop,No info,8016
7037,Jet Airways,09-06-2019,Delhi,Cochin,DEL _ COK,11:00,14:15,3h 15m,non-stop,In-flight meal not included,7202
7038,Jet Airways,21-03-2019,Delhi,Cochin,DEL _ BOM _ COK,16:00,22-03-2019 18:50,26h 50m,1 stop,In-flight meal not included,5963
7039,Multiple carriers,06-06-2019,Delhi,Cochin,DEL _ HYD _ COK,09:45,22:30,12h 45m,1 stop,No info,9646
7040,Air India,21-06-2019,Mumbai,Hyderabad,BOM _ HYD,13:55,15:25,1h 30m,non-stop,No info,3100
