Airline,Source,Destination,Total_Stops,Price,Duration_Hours_Minutes,Day_of_Departure,Month_of_Departure,Year_of_Departure,Dep_Time_Hour,Dep_Time_Minute,Arrival_Time_Hour,Arrival_Time_Minute,Day_of_Arrival,Month_of_Arrival,Year_of_Arrival
IndiGo,Banglore,Delhi,0,6144.0,175,24,3,2019,7,10,10,5,24,3,2019
IndiGo,Delhi,Cochin,1,7725.0,265,3,6,2019,7,35,12,0,3,6,2019
Air India,Banglore,Delhi,0,4441.0,170,24,3,2019,21,5,23,55,24,3,2019
Air India,Delhi,Cochin,3,10703.0,2280,27,6,2019,5,15,19,15,28,6,2019
Jet Airways,Kolkata,Banglore,1,8529.0,775,6,12,2019,21,10,10,5,13,6,2019
Multiple carriers,Delhi,Cochin,1,14973.0,560,3,3,2019,4,0,13,20,3,3,2019
Jet Airways,Kolkata,Banglore,1,14571.0,685,24,5,2019,8,25,19,50,24,5,2019
SpiceJet,Banglore,Delhi,0,3257.0,175,6,3,2019,21,10,0,5,6,4,2019
Jet Airways,Banglore,Delhi,1,11087.0,365,18,3,2019,16,55,23,0,18,3,2019
SpiceJet,Kolkata,Banglore,0,3873.0,155,4,1,2019,6,55,9,30,4,1,2019
SpiceJet,Banglore,Delhi,0,4423.0,170,15,4,2019,9,30,12,20,15,4,2019
Air India,Delhi,Cochin,2,11753.0,1245,6,3,2019,10,55,7,40,6,4,2019
Jet Airways,Kolkata,Banglore,1,14571.0,425,24,5,2019,16,30,23,35,24,5,2019
Multiple carriers,Delhi,Cochin,1,8475.0,900,6,3,2019,6,0,21,0,6,3,2019
Jet Airways,Kolkata,Banglore,1,13941.0,845,5,1,2019,20,0,10,5,5,2,2019
Jet Airways,Delhi,Cochin,1,16079.0,1395,21,5,2019,19,45,19,0,22,5,2019
Multiple carriers,Delhi,Cochin,1,13399.0,890,3,6,2019,4,0,18,50,3,6,2019
Air India,Delhi,Cochin,2,9653.0,1595,6,6,2019,16,40,19,15,6,7,2019
Jet Airways,Delhi,Cochin,1,14714.0,540,6,6,2019,10,0,19,0,6,6,2019
Air Asia,Banglore,Delhi,0,3383.0,165,18,6,2019,11,10,13,55,18,6,2019
Jet Airways,Banglore,Delhi,1,22270.0,1090,3,1,2019,14,5,8,15,3,2,2019
Vistara,Chennai,Kolkata,0,5944.0,135,3,3,2019,7,5,9,20,3,3,2019
Jet Airways,Kolkata,Banglore,1,9663.0,800,5,12,2019,18,55,8,15,13,5,2019
Multiple carriers,Delhi,Cochin,1,7740.0,560,6,1,2019,11,40,21,0,6,1,2019
Air India,Kolkata,Banglore,1,7211.0,1605,4,1,2019,20,30,23,15,4,2,2019
Jet Airways,Banglore,Delhi,0,7229.0,185,4,1,2019,18,55,22,0,4,1,2019
IndiGo,Kolkata,Banglore,0,4174.0,155,4,6,2019,11,30,14,5,4,6,2019
Air India,Kolkata,Banglore,0,5170.0,150,15,3,2019,14,15,16,45,15,3,2019
Multiple carriers,Delhi,Cochin,1,15135.0,580,3,3,2019,9,10,18,50,3,3,2019
SpiceJet,Kolkata,Banglore,1,4649.0,315,4,9,2019,15,5,20,20,4,9,2019
Vistara,Banglore,Delhi,0,4668.0,160,5,1,2019,7,0,9,40,5,1,2019
Air India,Delhi,Cochin,1,7480.0,765,6,12,2019,20,40,9,25,13,6,2019
Air India,Banglore,Delhi,0,6121.0,165,18,4,2019,17,0,19,45,18,4,2019
Jet Airways,Delhi,Cochin,2,15129.0,1195,27,5,2019,23,5,19,0,28,5,2019
Air India,Kolkata,Banglore,1,7452.0,675,5,6,2019,9,50,21,5,5,6,2019
Jet Airways,Kolkata,Banglore,1,10539.0,1520,6,6,2019,9,35,10,55,6,7,2019
IndiGo,Banglore,Delhi,0,7648.0,170,3,3,2019,22,20,1,10,3,7,2019
SpiceJet,Banglore,Delhi,0,3925.0,175,24,3,2019,9,35,12,30,24,3,2019
IndiGo,Chennai,Kolkata,0,3597.0,140,15,6,2019,13,15,15,35,15,6,2019
Jet Airways,Kolkata,Banglore,1,8586.0,910,5,1,2019,18,55,10,5,5,2,2019
Air India,Delhi,Cochin,2,13591.0,1580,27,6,2019,16,55,19,15,28,6,2019
Multiple carriers,Delhi,Cochin,1,9646.0,545,6,1,2019,7,5,16,10,6,1,2019
Vistara,Banglore,Delhi,0,4668.0,170,5,6,2019,9,45,12,35,5,6,2019
Air India,Kolkata,Banglore,1,10203.0,625,5,9,2019,10,0,20,25,5,9,2019
Air India,Banglore,Delhi,1,7932.0,385,24,3,2019,6,55,13,20,24,3,2019
Air India,Kolkata,Banglore,1,7893.0,905,4,1,2019,16,50,7,55,4,2,2019
Jet Airways,Delhi,Cochin,2,13029.0,810,5,9,2019,5,30,19,0,5,9,2019
Jet Airways,Delhi,Cochin,1,10262.0,1655,6,12,2019,9,0,12,35,13,6,2019
IndiGo,Kolkata,Banglore,1,3574.0,265,6,12,2019,19,20,23,45,6,12,2019
Air Asia,Delhi,Cochin,1,8759.0,870,6,3,2019,7,55,22,25,6,3,2019
Jet Airways,Banglore,Delhi,1,13502.0,1420,3,3,2019,8,0,7,40,3,7,2019
Air India,Kolkata,Banglore,1,6528.0,1440,18,5,2019,14,35,14,35,19,5,2019
Jet Airways,Delhi,Cochin,1,6017.0,800,27,3,2019,15,5,4,25,28,3,2019
Vistara,Banglore,Delhi,0,5613.0,165,4,9,2019,19,30,22,15,4,9,2019
Jet Airways,Mumbai,Hyderabad,0,8040.0,90,27,6,2019,8,45,10,15,27,6,2019
IndiGo,Banglore,Delhi,0,5694.0,170,24,3,2019,4,0,6,50,24,3,2019
Jet Airways,Delhi,Cochin,1,12898.0,1530,21,5,2019,17,30,19,0,22,5,2019
Air Asia,Kolkata,Banglore,1,5192.0,710,6,12,2019,7,35,19,25,6,12,2019
Jet Airways,Delhi,Cochin,1,14714.0,1680,6,1,2019,15,0,19,0,6,2,2019
Jet Airways,Banglore,Delhi,1,13817.0,1035,3,12,2019,5,45,23,0,3,12,2019
Jet Airways,Delhi,Cochin,1,14714.0,600,15,6,2019,9,0,19,0,15,6,2019
IndiGo,Chennai,Kolkata,0,3597.0,140,5,12,2019,19,35,21,55,5,12,2019
Air India,Banglore,Delhi,0,6121.0,170,5,9,2019,13,20,16,10,5,9,2019
Air India,Kolkata,Banglore,2,11642.0,765,6,9,2019,16,50,5,35,6,10,2019
Jet Airways,Delhi,Cochin,1,15764.0,745,3,6,2019,16,0,4,25,3,7,2019
IndiGo,Kolkata,Banglore,0,4804.0,155,6,1,2019,4,40,7,15,6,1,2019
Air India,Delhi,Cochin,2,13223.0,500,27,5,2019,10,55,19,15,27,5,2019
IndiGo,Chennai,Kolkata,0,3858.0,145,24,6,2019,11,35,14,0,24,6,2019
Multiple carriers,Delhi,Cochin,1,6795.0,910,6,3,2019,10,20,1,30,6,4,2019
Air Asia,Delhi,Cochin,1,8327.0,330,3,9,2019,16,45,22,15,3,9,2019
Air India,Delhi,Cochin,1,8907.0,810,21,5,2019,9,30,23,0,21,5,2019
IndiGo,Kolkata,Banglore,1,7095.0,320,6,9,2019,15,10,20,30,6,9,2019
Air India,Delhi,Cochin,1,6902.0,640,21,3,2019,21,0,7,40,22,3,2019
Jet Airways,Delhi,Cochin,2,13029.0,1025,21,5,2019,19,30,12,35,22,5,2019
Air India,Delhi,Cochin,1,8372.0,555,5,9,2019,10,0,19,15,5,9,2019
Jet Airways,Kolkata,Banglore,1,10844.0,685,24,5,2019,8,25,19,50,24,5,2019
Air Asia,Kolkata,Banglore,0,4384.0,150,3,6,2019,19,35,22,5,3,6,2019
Jet Airways,Kolkata,Banglore,1,12121.0,750,15,5,2019,9,35,22,5,15,5,2019
Jet Airways,Kolkata,Banglore,1,11467.0,1730,21,5,2019,9,35,14,25,22,5,2019
IndiGo,Banglore,Delhi,0,6860.0,175,3,3,2019,20,0,22,55,3,3,2019
Air India,Delhi,Cochin,1,11241.0,555,15,6,2019,10,0,19,15,15,6,2019
Jet Airways,Kolkata,Banglore,1,13759.0,1495,24,3,2019,19,45,20,40,25,3,2019
IndiGo,Kolkata,Banglore,1,4226.0,220,5,1,2019,19,35,23,15,5,1,2019
IndiGo,Delhi,Cochin,1,9274.0,570,5,9,2019,16,0,1,30,5,10,2019
Multiple carriers,Delhi,Cochin,1,12192.0,660,27,6,2019,8,0,19,0,27,6,2019
IndiGo,Kolkata,Banglore,0,4804.0,165,6,9,2019,9,35,12,20,6,9,2019
Jet Airways,Delhi,Cochin,1,10262.0,1505,27,6,2019,11,30,12,35,28,6,2019
Jet Airways,Delhi,Cochin,1,10262.0,1415,15,6,2019,13,0,12,35,16,6,2019
IndiGo,Mumbai,Hyderabad,0,3175.0,90,6,9,2019,16,55,18,25,6,9,2019
Jet Airways,Delhi,Cochin,1,12898.0,1145,27,5,2019,17,30,12,35,28,5,2019
Jet Airways,Delhi,Cochin,0,9564.0,195,21,6,2019,11,0,14,15,21,6,2019
Jet Airways,Delhi,Cochin,2,12819.0,1775,27,6,2019,13,25,19,0,28,6,2019
Air India,Kolkata,Banglore,2,15187.0,1365,24,3,2019,9,10,7,55,25,3,2019
Air India,Kolkata,Banglore,2,12802.0,1700,24,5,2019,9,25,13,45,25,5,2019
IndiGo,Kolkata,Banglore,0,4804.0,155,6,3,2019,9,35,12,10,6,3,2019
SpiceJet,Chennai,Kolkata,0,6300.0,140,3,9,2019,17,45,20,5,3,9,2019
SpiceJet,Kolkata,Banglore,0,3873.0,150,27,5,2019,17,10,19,40,27,5,2019
IndiGo,Kolkata,Banglore,0,5224.0,155,6,1,2019,17,15,19,50,6,1,2019
Air India,Banglore,Delhi,0,5228.0,170,15,4,2019,21,5,23,55,15,4,2019
Air India,Mumbai,Hyderabad,1,8065.0,1440,3,12,2019,9,15,9,15,13,3,2019
Air India,Banglore,Delhi,0,4441.0,170,4,3,2019,21,5,23,55,4,3,2019
Multiple carriers,Delhi,Cochin,1,7354.0,520,6,3,2019,10,35,19,15,6,3,2019
Air India,Delhi,Cochin,0,6094.0,170,21,5,2019,5,10,8,0,21,5,2019
Jet Airways,Kolkata,Banglore,1,7064.0,960,4,1,2019,20,0,12,0,4,2,2019
Jet Airways,Delhi,Cochin,2,13292.0,1130,6,9,2019,9,35,4,25,6,10,2019
Jet Airways,Delhi,Cochin,2,13376.0,1320,6,12,2019,14,35,12,35,13,6,2019
Jet Airways,Delhi,Cochin,2,7791.0,1925,21,3,2019,10,45,18,50,22,3,2019
Air India,Delhi,Cochin,1,7480.0,1255,6,12,2019,12,30,9,25,13,6,2019
IndiGo,Kolkata,Banglore,1,5069.0,290,15,5,2019,8,10,13,0,15,5,2019
SpiceJet,Banglore,Delhi,0,3257.0,170,18,6,2019,9,30,12,20,18,6,2019
Multiple carriers,Delhi,Cochin,1,34273.0,760,5,9,2019,12,50,1,30,5,10,2019
Jet Airways,Delhi,Cochin,2,16704.0,1430,18,5,2019,19,10,19,0,19,5,2019
Air India,Kolkata,Banglore,2,11432.0,895,5,9,2019,8,20,23,15,5,9,2019
Air India,Mumbai,Hyderabad,0,4307.0,80,3,12,2019,21,5,22,25,3,12,2019
Jet Airways,Delhi,Cochin,2,13029.0,1025,27,5,2019,19,30,12,35,28,5,2019
Air India,Mumbai,Hyderabad,0,3100.0,85,21,5,2019,15,0,16,25,21,5,2019
Jet Airways,Kolkata,Banglore,1,10031.0,1610,24,3,2019,19,45,22,35,25,3,2019
SpiceJet,Kolkata,Banglore,0,3841.0,155,6,6,2019,6,55,9,30,6,6,2019
Jet Airways,Banglore,Delhi,0,4030.0,180,15,5,2019,19,50,22,50,15,5,2019
Air India,Delhi,Cochin,2,10441.0,1275,15,6,2019,22,0,19,15,16,6,2019
Air India,Kolkata,Banglore,3,14221.0,2115,24,3,2019,12,0,23,15,25,3,2019
Jet Airways,Delhi,Cochin,1,10262.0,450,6,3,2019,11,30,19,0,6,3,2019
Jet Airways,Banglore,Delhi,0,7229.0,175,15,4,2019,11,10,14,5,15,4,2019
IndiGo,Banglore,Delhi,0,8033.0,170,24,3,2019,13,0,15,50,24,3,2019
IndiGo,Delhi,Cochin,1,6818.0,425,15,6,2019,5,5,12,10,15,6,2019
Multiple carriers,Delhi,Cochin,1,7485.0,735,21,5,2019,8,45,21,0,21,5,2019
SpiceJet,Banglore,Delhi,0,3971.0,170,6,3,2019,9,30,12,20,6,3,2019
SpiceJet,Chennai,Kolkata,0,3597.0,140,15,5,2019,17,45,20,5,15,5,2019
Jet Airways,Mumbai,Hyderabad,0,5678.0,90,18,3,2019,2,55,4,25,18,3,2019
Air India,Kolkata,Banglore,1,8366.0,1350,24,5,2019,9,25,7,55,25,5,2019
Air India,Delhi,Cochin,2,11753.0,500,6,6,2019,10,55,19,15,6,6,2019
SpiceJet,Kolkata,Banglore,0,3841.0,140,24,6,2019,22,20,0,40,25,6,2019
Vistara,Kolkata,Banglore,1,9345.0,385,15,5,2019,17,0,23,25,15,5,2019
Air India,Kolkata,Banglore,2,15107.0,1105,6,6,2019,14,30,8,55,6,7,2019
Multiple carriers,Delhi,Cochin,1,9646.0,925,6,6,2019,7,5,22,30,6,6,2019
Jet Airways,Delhi,Cochin,1,10262.0,1280,6,9,2019,7,5,4,25,6,10,2019
Jet Airways,Delhi,Cochin,2,8456.0,555,27,3,2019,19,10,4,25,28,3,2019
SpiceJet,Kolkata,Banglore,0,3841.0,140,6,9,2019,22,20,0,40,6,10,2019
Multiple carriers,Delhi,Cochin,1,12537.0,375,27,3,2019,7,5,13,20,27,3,2019
IndiGo,Kolkata,Banglore,0,4804.0,155,6,6,2019,9,35,12,10,6,6,2019
Multiple carriers,Delhi,Cochin,1,7005.0,640,6,6,2019,10,20,21,0,6,6,2019
Multiple carriers,Delhi,Cochin,1,13587.0,835,15,6,2019,7,5,21,0,15,6,2019
Jet Airways,Mumbai,Hyderabad,0,4050.0,85,5,12,2019,7,5,8,30,5,12,2019
IndiGo,Kolkata,Banglore,0,4148.0,165,21,3,2019,9,35,12,20,21,3,2019
IndiGo,Chennai,Kolkata,0,3850.0,145,5,1,2019,5,15,7,40,5,1,2019
IndiGo,Banglore,Delhi,0,4591.0,165,27,4,2019,1,30,4,15,27,4,2019
Jet Airways,Banglore,Delhi,0,8016.0,180,18,6,2019,17,45,20,45,18,6,2019
IndiGo,Kolkata,Banglore,0,4804.0,150,18,5,2019,15,15,17,45,18,5,2019
Jet Airways,Kolkata,Banglore,1,13941.0,1590,18,5,2019,5,45,8,15,19,5,2019
IndiGo,Delhi,Cochin,1,7006.0,860,21,5,2019,6,40,21,0,21,5,2019
Air India,Kolkata,Banglore,3,14015.0,805,5,12,2019,9,50,23,15,5,12,2019
Jet Airways,Banglore,Delhi,1,11087.0,525,3,12,2019,22,55,7,40,13,3,2019
IndiGo,Delhi,Cochin,1,5647.0,320,3,9,2019,6,40,12,0,3,9,2019
IndiGo,Delhi,Cochin,1,8745.0,305,21,5,2019,23,30,4,35,22,5,2019
Jet Airways,Banglore,Delhi,0,8016.0,165,6,1,2019,6,0,8,45,6,1,2019
Jet Airways,Delhi,Cochin,0,7202.0,195,6,9,2019,11,0,14,15,6,9,2019
Jet Airways,Delhi,Cochin,1,5963.0,1610,21,3,2019,16,0,18,50,22,3,2019
Multiple carriers,Delhi,Cochin,1,9646.0,765,6,6,2019,9,45,22,30,6,6,2019
Air India,Mumbai,Hyderabad,0,3100.0,90,21,6,2019,13,55,15,25,21,6,2019
IndiGo,Kolkata,Banglore,0,4148.0,155,3,9,2019,15,20,17,55,3,9,2019
IndiGo,Banglore,Delhi,0,4823.0,175,5,1,2019,18,25,21,20,5,1,2019
SpiceJet,Kolkata,Banglore,0,3841.0,150,4,6,2019,17,10,19,40,4,6,2019
Jet Airways,Delhi,Cochin,2,13014.0,560,6,3,2019,9,40,19,0,6,3,2019
Jet Airways,Delhi,Cochin,1,10262.0,1570,6,9,2019,2,15,4,25,6,10,2019
Air India,Mumbai,Hyderabad,0,2575.0,80,27,3,2019,21,5,22,25,27,3,2019
Jet Airways,Banglore,Delhi,1,19225.0,435,3,6,2019,8,0,15,15,3,6,2019
IndiGo,Kolkata,Banglore,0,4174.0,155,4,6,2019,20,20,22,55,4,6,2019
GoAir,Delhi,Cochin,1,7870.0,310,6,6,2019,14,25,19,35,6,6,2019
Air India,Delhi,Cochin,1,7934.0,375,21,3,2019,13,0,19,15,21,3,2019
Jet Airways,Delhi,Cochin,2,11360.0,485,21,3,2019,10,45,18,50,21,3,2019
IndiGo,Delhi,Cochin,1,6442.0,560,27,6,2019,6,50,16,10,27,6,2019
Jet Airways,Delhi,Cochin,1,10262.0,450,6,3,2019,20,55,4,25,6,4,2019
Multiple carriers,Delhi,Cochin,1,6732.0,465,27,3,2019,11,30,19,15,27,3,2019
Vistara,Banglore,Delhi,0,4668.0,170,6,9,2019,9,45,12,35,6,9,2019
IndiGo,Delhi,Cochin,1,6258.0,345,21,4,2019,2,0,7,45,21,4,2019
Multiple carriers,Delhi,Cochin,1,16108.0,730,15,6,2019,7,5,19,15,15,6,2019
IndiGo,Delhi,Cochin,1,14871.0,400,3,6,2019,6,40,13,20,3,6,2019
Air Asia,Banglore,Delhi,0,4483.0,170,4,9,2019,23,55,2,45,4,10,2019
Jet Airways,Kolkata,Banglore,1,8066.0,1630,5,12,2019,20,25,23,35,13,5,2019
SpiceJet,Kolkata,Banglore,1,9946.0,435,6,9,2019,11,15,18,30,6,9,2019
IndiGo,Delhi,Cochin,1,6027.0,340,21,5,2019,15,10,20,50,21,5,2019
Jet Airways,Delhi,Cochin,1,10262.0,825,6,9,2019,22,50,12,35,6,10,2019
Jet Airways,Kolkata,Banglore,1,10844.0,1265,6,9,2019,21,10,18,15,6,10,2019
Jet Airways,Kolkata,Banglore,1,8586.0,425,15,5,2019,16,30,23,35,15,5,2019
IndiGo,Delhi,Cochin,0,6015.0,195,27,5,2019,14,25,17,40,27,5,2019
IndiGo,Banglore,Delhi,0,4990.0,170,18,4,2019,13,0,15,50,18,4,2019
Jet Airways,Kolkata,Banglore,1,10844.0,1150,5,12,2019,21,10,16,20,13,5,2019
Multiple carriers,Delhi,Cochin,1,13377.0,840,6,6,2019,11,30,1,30,6,7,2019
Air India,Delhi,Cochin,2,12257.0,1470,6,9,2019,18,45,19,15,6,10,2019
IndiGo,Kolkata,Banglore,0,4804.0,155,27,5,2019,17,15,19,50,27,5,2019
Vistara,Banglore,Delhi,1,10008.0,915,3,9,2019,6,40,21,55,3,9,2019
IndiGo,Chennai,Kolkata,0,3597.0,140,5,1,2019,19,35,21,55,5,1,2019
IndiGo,Banglore,Delhi,0,3419.0,170,5,6,2019,22,10,1,0,5,7,2019
Jet Airways,Delhi,Cochin,1,16289.0,715,27,5,2019,7,5,19,0,27,5,2019
Jet Airways,Kolkata,Banglore,1,10844.0,1170,18,5,2019,16,30,12,0,19,5,2019
Multiple carriers,Delhi,Cochin,1,9526.0,535,6,1,2019,10,20,19,15,6,1,2019
Jet Airways,Kolkata,Banglore,1,8849.0,730,4,1,2019,21,10,9,20,4,2,2019
Air India,Banglore,Delhi,0,6121.0,165,5,6,2019,6,10,8,55,5,6,2019
Jet Airways,Delhi,Cochin,2,12347.0,1465,21,3,2019,18,25,18,50,22,3,2019
Vistara,Banglore,Delhi,0,5613.0,170,18,4,2019,21,0,23,50,18,4,2019
Jet Airways,Delhi,Cochin,1,18253.0,1185,3,3,2019,23,5,18,50,3,4,2019
Multiple carriers,Delhi,Cochin,1,14848.0,555,21,5,2019,10,0,19,15,21,5,2019
Jet Airways,Mumbai,Hyderabad,0,4995.0,90,15,5,2019,10,20,11,50,15,5,2019
IndiGo,Banglore,Delhi,0,4591.0,170,6,6,2019,23,30,2,20,6,7,2019
IndiGo,Kolkata,Banglore,0,4462.0,160,18,3,2019,20,25,23,5,18,3,2019
Jet Airways,Delhi,Cochin,1,12898.0,1210,21,5,2019,22,50,19,0,22,5,2019
Jet Airways,Delhi,Cochin,1,12032.0,590,27,3,2019,9,0,18,50,27,3,2019
Jet Airways,Delhi,Cochin,2,13029.0,1125,5,9,2019,9,40,4,25,5,10,2019
SpiceJet,Chennai,Kolkata,0,3543.0,140,6,3,2019,17,45,20,5,6,3,2019
Air India,Banglore,Delhi,0,8851.0,165,3,3,2019,6,10,8,55,3,3,2019
Jet Airways,Delhi,Cochin,1,14714.0,335,6,6,2019,22,50,4,25,6,7,2019
SpiceJet,Kolkata,Banglore,0,3841.0,155,24,4,2019,6,55,9,30,24,4,2019
Multiple carriers,Delhi,Cochin,1,7531.0,455,21,3,2019,11,40,19,15,21,3,2019
Multiple carriers,Delhi,Cochin,1,7845.0,440,27,3,2019,6,0,13,20,27,3,2019
Jet Airways,Kolkata,Banglore,1,9663.0,330,5,9,2019,6,30,12,0,5,9,2019
Jet Airways,Mumbai,Hyderabad,0,5678.0,85,5,6,2019,2,55,4,20,5,6,2019
IndiGo,Banglore,Delhi,0,5780.0,165,18,5,2019,1,30,4,15,18,5,2019
SpiceJet,Kolkata,Banglore,0,3841.0,145,4,9,2019,9,0,11,25,4,9,2019
Air India,Delhi,Cochin,1,7174.0,320,24,6,2019,17,40,23,0,24,6,2019
Air India,Kolkata,Banglore,2,13616.0,1915,18,5,2019,9,25,17,20,19,5,2019
Multiple carriers,Delhi,Cochin,2,18275.0,460,27,5,2019,17,50,1,30,28,5,2019
Air India,Kolkata,Banglore,2,14482.0,1700,15,5,2019,9,25,13,45,16,5,2019
Air India,Kolkata,Banglore,2,7662.0,445,5,6,2019,5,50,13,15,5,6,2019
Air India,Delhi,Cochin,2,11281.0,1275,15,5,2019,22,0,19,15,16,5,2019
Air India,Kolkata,Banglore,1,6117.0,965,21,5,2019,19,0,11,5,22,5,2019
SpiceJet,Banglore,Delhi,0,4423.0,160,4,6,2019,5,55,8,35,4,6,2019
Air India,Kolkata,Banglore,2,9416.0,590,6,6,2019,12,0,21,50,6,6,2019
Air India,Banglore,Delhi,0,6961.0,165,21,6,2019,10,0,12,45,21,6,2019
Jet Airways,Delhi,Cochin,2,13376.0,1300,6,1,2019,6,45,4,25,6,2,2019
GoAir,Banglore,Delhi,0,4239.0,175,24,3,2019,7,45,10,40,24,3,2019
Multiple carriers,Delhi,Cochin,1,13727.0,660,15,5,2019,10,0,21,0,15,5,2019
Jet Airways,Kolkata,Banglore,1,13067.0,1285,18,5,2019,17,0,14,25,19,5,2019
Air India,Banglore,Delhi,0,6961.0,170,21,6,2019,13,20,16,10,21,6,2019
Jet Airways,Kolkata,Banglore,1,7064.0,1720,4,1,2019,18,55,23,35,4,2,2019
IndiGo,Delhi,Cochin,1,8784.0,860,21,3,2019,6,40,21,0,21,3,2019
Jet Airways,Kolkata,Banglore,1,13941.0,1215,5,1,2019,8,25,4,40,5,2,2019
Multiple carriers,Delhi,Cochin,1,15058.0,730,24,6,2019,7,5,19,15,24,6,2019
Air Asia,Delhi,Cochin,1,6451.0,625,27,6,2019,20,45,7,10,28,6,2019
Jet Airways,Delhi,Cochin,2,13014.0,810,6,6,2019,5,30,19,0,6,6,2019
GoAir,Delhi,Cochin,1,22794.0,310,3,3,2019,14,10,19,20,3,3,2019
GoAir,Delhi,Cochin,1,6922.0,540,27,4,2019,10,35,19,35,27,4,2019
Jet Airways,Banglore,Delhi,0,7229.0,175,4,12,2019,11,10,14,5,4,12,2019
Multiple carriers,Delhi,Cochin,1,13587.0,660,6,12,2019,10,0,21,0,6,12,2019
Air India,Delhi,Cochin,2,11228.0,1820,21,3,2019,12,55,19,15,22,3,2019
Air Asia,Banglore,Delhi,0,4282.0,170,5,1,2019,4,55,7,45,5,1,2019
Jet Airways,Banglore,Delhi,1,12284.0,280,18,3,2019,5,45,10,25,18,3,2019
Jet Airways,Delhi,Cochin,1,10262.0,1655,6,9,2019,9,0,12,35,6,10,2019
Vistara,Delhi,Cochin,0,6741.0,190,21,5,2019,6,0,9,10,21,5,2019
IndiGo,Banglore,Delhi,0,3943.0,170,15,6,2019,10,30,13,20,15,6,2019
Air India,Kolkata,Banglore,1,7662.0,1700,5,12,2019,16,45,21,5,13,5,2019
Jet Airways,Kolkata,Banglore,1,8586.0,1430,5,12,2019,8,25,8,15,13,5,2019
Air India,Delhi,Cochin,1,5117.0,765,27,3,2019,20,40,9,25,28,3,2019
Jet Airways,Delhi,Cochin,2,13376.0,1320,24,6,2019,14,35,12,35,25,6,2019
IndiGo,Delhi,Cochin,1,5298.0,320,15,5,2019,6,50,12,10,15,5,2019
GoAir,Banglore,Delhi,0,4632.0,175,4,9,2019,7,45,10,40,4,9,2019
Jet Airways,Delhi,Cochin,2,13014.0,535,6,1,2019,19,30,4,25,6,2,2019
IndiGo,Banglore,Delhi,0,12649.0,175,3,1,2019,21,20,0,15,3,2,2019
IndiGo,Kolkata,Banglore,1,6303.0,285,24,3,2019,8,15,13,0,24,3,2019
Multiple carriers,Delhi,Cochin,2,11560.0,485,3,9,2019,13,15,21,20,3,9,2019
IndiGo,Banglore,Delhi,0,4823.0,170,21,5,2019,8,30,11,20,21,5,2019
GoAir,Delhi,Cochin,1,7031.0,540,21,4,2019,10,35,19,35,21,4,2019
SpiceJet,Banglore,Delhi,0,4423.0,170,15,5,2019,9,30,12,20,15,5,2019
Air India,Delhi,Cochin,2,10975.0,1420,6,12,2019,9,45,9,25,13,6,2019
SpiceJet,Kolkata,Banglore,0,3873.0,140,4,9,2019,22,20,0,40,4,10,2019
Air Asia,Kolkata,Banglore,0,4107.0,150,24,4,2019,19,55,22,25,24,4,2019
Jet Airways,Banglore,Delhi,1,11087.0,1050,18,3,2019,16,55,10,25,16,3,2019
Multiple carriers,Delhi,Cochin,1,10529.0,690,15,5,2019,7,30,19,0,15,5,2019
Vistara,Banglore,Delhi,0,6138.0,160,15,3,2019,7,0,9,40,15,3,2019
Jet Airways,Banglore,Delhi,1,13817.0,980,3,12,2019,22,55,15,15,13,3,2019
Multiple carriers,Delhi,Cochin,1,6093.0,920,27,6,2019,7,10,22,30,27,6,2019
Jet Airways,Mumbai,Hyderabad,0,5678.0,85,24,3,2019,7,10,8,35,24,3,2019
Air India,Kolkata,Banglore,1,7893.0,925,4,1,2019,17,30,8,55,4,2,2019
Air India,Banglore,Delhi,0,6121.0,170,5,1,2019,13,20,16,10,5,1,2019
Jet Airways,Banglore,Delhi,0,4544.0,180,4,9,2019,17,45,20,45,4,9,2019
Jet Airways,Delhi,Cochin,1,14714.0,1005,6,3,2019,2,15,19,0,6,3,2019
Jet Airways,Kolkata,Banglore,1,14388.0,1090,18,5,2019,14,5,8,15,19,5,2019
Multiple carriers,Delhi,Cochin,1,16108.0,675,6,1,2019,8,0,19,15,6,1,2019
Multiple carriers,Delhi,Cochin,1,12402.0,720,6,3,2019,7,0,19,0,6,3,2019
Jet Airways,Kolkata,Banglore,1,12384.0,690,5,1,2019,9,35,21,5,5,1,2019
Air India,Delhi,Cochin,0,6094.0,180,24,4,2019,14,10,17,10,24,4,2019
IndiGo,Kolkata,Banglore,1,5276.0,220,6,9,2019,19,35,23,15,6,9,2019
IndiGo,Kolkata,Banglore,0,4804.0,155,24,6,2019,4,40,7,15,24,6,2019
Air India,Delhi,Cochin,2,11281.0,1275,5,1,2019,22,0,19,15,5,2,2019
Jet Airways,Delhi,Cochin,1,6068.0,650,27,3,2019,8,0,18,50,27,3,2019
Jet Airways,Banglore,Delhi,0,7229.0,180,5,12,2019,7,10,10,10,5,12,2019
IndiGo,Delhi,Cochin,1,6628.0,975,6,12,2019,9,15,1,30,13,6,2019
Jet Airways,Banglore,Delhi,1,13502.0,1055,3,6,2019,14,5,7,40,3,7,2019
Multiple carriers,Delhi,Cochin,1,14086.0,575,3,9,2019,16,0,1,35,3,10,2019
GoAir,Delhi,Cochin,1,4959.0,540,6,12,2019,10,35,19,35,6,12,2019
