Airline,Source,Destination,Total_Stops,Duration_Hours_Minutes,Day_of_Departure,Month_of_Departure,Year_of_Departure,Dep_Time_Hour,Dep_Time_Minute,Arrival_Time_Hour,Arrival_Time_Minute,Day_of_Arrival,Month_of_Arrival,Year_of_Arrival
Vistara,Kolkata,Banglore,1,385,5,9,2019,17,0,23,25,5,9,2019
Multiple carriers,Delhi,Cochin,3,835,6,9,2019,11,35,1,30,6,10,2019
Air India,Kolkata,Banglore,2,1100,24,3,2019,7,0,1,20,25,3,2019
Multiple carriers,Delhi,Cochin,1,705,6,3,2019,7,30,19,15,6,3,2019
Air India,Banglore,Delhi,1,865,3,12,2019,8,50,23,15,3,12,2019
Multiple carriers,Delhi,Cochin,1,615,27,5,2019,8,45,19,0,27,5,2019
Jet Airways,Delhi,Cochin,1,1440,3,6,2019,19,45,19,45,3,7,2019
Jet Airways,Delhi,Cochin,2,910,6,9,2019,21,25,12,35,6,10,2019
Air Asia,Delhi,Cochin,1,865,6,6,2019,16,45,7,10,6,7,2019
Vistara,Banglore,Delhi,0,155,5,12,2019,17,0,19,35,5,12,2019
Jet Airways,Delhi,Cochin,1,395,6,12,2019,21,50,4,25,13,6,2019
Multiple carriers,Delhi,Cochin,1,730,18,5,2019,7,5,19,15,18,5,2019
Jet Airways,Kolkata,Banglore,1,1630,5,1,2019,20,25,23,35,5,2,2019
IndiGo,Banglore,Delhi,0,170,3,3,2019,16,55,19,45,3,3,2019
Air India,Kolkata,Banglore,1,965,6,6,2019,19,0,11,5,6,7,2019
Air India,Delhi,Cochin,2,500,6,12,2019,10,55,19,15,6,12,2019
Jet Airways,Kolkata,Banglore,1,330,21,5,2019,6,30,12,0,21,5,2019
SpiceJet,Banglore,Delhi,0,170,4,1,2019,9,30,12,20,4,1,2019
Jet Airways,Kolkata,Banglore,1,1090,5,1,2019,14,5,8,15,5,2,2019
Jet Airways,Banglore,Delhi,0,175,27,5,2019,15,15,18,10,27,5,2019
IndiGo,Chennai,Kolkata,0,140,5,9,2019,22,5,0,25,5,10,2019
GoAir,Banglore,Delhi,0,170,27,5,2019,11,40,14,30,27,5,2019
Jet Airways,Kolkata,Banglore,1,1350,24,3,2019,21,10,19,40,25,3,2019
Multiple carriers,Delhi,Cochin,1,660,6,1,2019,10,0,21,0,6,1,2019
Jet Airways,Banglore,Delhi,0,180,27,5,2019,17,45,20,45,27,5,2019
IndiGo,Banglore,Delhi,0,170,27,6,2019,22,10,1,0,28,6,2019
IndiGo,Chennai,Kolkata,0,140,15,6,2019,22,5,0,25,16,6,2019
Jet Airways,Banglore,Delhi,0,180,4,12,2019,17,45,20,45,4,12,2019
Air India,Delhi,Cochin,2,1275,3,3,2019,22,0,19,15,3,4,2019
Air India,Kolkata,Banglore,2,1200,5,1,2019,9,25,5,25,5,2,2019
SpiceJet,Kolkata,Banglore,1,315,24,4,2019,15,5,20,20,24,4,2019
Jet Airways,Delhi,Cochin,2,1620,6,3,2019,9,35,12,35,6,4,2019
Jet Airways,Kolkata,Banglore,1,1005,5,6,2019,17,0,9,45,5,7,2019
Multiple carriers,Delhi,Cochin,1,545,15,6,2019,7,5,16,10,15,6,2019
SpiceJet,Banglore,Delhi,0,160,6,12,2019,5,55,8,35,6,12,2019
Jet Airways,Delhi,Cochin,1,600,24,6,2019,9,0,19,0,24,6,2019
Jet Airways,Banglore,Delhi,0,165,4,6,2019,6,0,8,45,4,6,2019
Jet Airways,Delhi,Cochin,1,1530,27,5,2019,17,30,19,0,28,5,2019
Multiple carriers,Delhi,Cochin,1,510,21,3,2019,10,45,19,15,21,3,2019
Air India,Kolkata,Banglore,2,1035,15,5,2019,20,30,13,45,16,5,2019
Jet Airways,Banglore,Delhi,1,1120,3,12,2019,20,35,15,15,13,3,2019
Multiple carriers,Delhi,Cochin,1,505,6,3,2019,10,35,19,0,6,3,2019
Jet Airways,Delhi,Cochin,2,535,21,5,2019,19,30,4,25,22,5,2019
Jet Airways,Kolkata,Banglore,1,740,6,6,2019,8,25,20,45,6,6,2019
IndiGo,Delhi,Cochin,1,425,21,3,2019,4,55,12,0,21,3,2019
SpiceJet,Kolkata,Banglore,0,150,15,3,2019,9,0,11,30,15,3,2019
Multiple carriers,Delhi,Cochin,1,455,6,1,2019,11,25,19,0,6,1,2019
Multiple carriers,Delhi,Cochin,1,460,6,3,2019,4,55,12,35,6,3,2019
Air India,Kolkata,Banglore,0,150,3,6,2019,14,15,16,45,3,6,2019
Multiple carriers,Delhi,Cochin,1,750,6,12,2019,13,0,1,30,13,6,2019
Multiple carriers,Delhi,Cochin,1,720,21,5,2019,9,0,21,0,21,5,2019
IndiGo,Chennai,Kolkata,0,140,5,6,2019,13,15,15,35,5,6,2019
Vistara,Banglore,Delhi,0,160,3,1,2019,11,30,14,10,3,1,2019
Jet Airways,Kolkata,Banglore,1,740,21,5,2019,8,25,20,45,21,5,2019
Jet Airways,Banglore,Delhi,1,995,3,12,2019,16,55,9,30,13,3,2019
Air India,Mumbai,Hyderabad,2,560,3,6,2019,5,30,14,50,3,6,2019
Jet Airways,Kolkata,Banglore,1,425,5,1,2019,16,30,23,35,5,1,2019
Jet Airways,Banglore,Delhi,0,185,5,12,2019,18,55,22,0,5,12,2019
IndiGo,Delhi,Cochin,1,305,6,12,2019,23,30,4,35,13,6,2019
IndiGo,Delhi,Cochin,1,290,15,6,2019,15,10,20,0,15,6,2019
Jet Airways,Kolkata,Banglore,1,775,5,6,2019,21,10,10,5,5,7,2019
IndiGo,Chennai,Kolkata,0,140,27,6,2019,14,45,17,5,27,6,2019
Vistara,Kolkata,Banglore,1,770,24,3,2019,20,20,9,10,25,3,2019
Jet Airways,Banglore,Delhi,0,165,6,12,2019,6,0,8,45,6,12,2019
Vistara,Banglore,Delhi,0,170,4,3,2019,11,30,14,20,4,3,2019
IndiGo,Chennai,Kolkata,0,140,6,12,2019,7,55,10,15,6,12,2019
Multiple carriers,Delhi,Cochin,1,755,6,3,2019,6,40,19,15,6,3,2019
SpiceJet,Kolkata,Banglore,1,435,24,5,2019,11,15,18,30,24,5,2019
Multiple carriers,Delhi,Cochin,1,915,3,9,2019,7,5,22,20,3,9,2019
IndiGo,Mumbai,Hyderabad,0,90,21,6,2019,16,55,18,25,21,6,2019
Vistara,Banglore,Delhi,0,165,27,4,2019,19,30,22,15,27,4,2019
IndiGo,Banglore,Delhi,0,170,4,6,2019,4,0,6,50,4,6,2019
Air India,Kolkata,Banglore,2,920,24,5,2019,10,0,1,20,25,5,2019
Jet Airways,Kolkata,Banglore,1,395,6,12,2019,17,0,23,35,6,12,2019
SpiceJet,Mumbai,Hyderabad,0,85,18,3,2019,22,45,0,10,19,3,2019
Jet Airways,Delhi,Cochin,1,1040,6,9,2019,19,15,12,35,6,10,2019
Jet Airways,Kolkata,Banglore,1,1630,6,9,2019,20,25,23,35,6,10,2019
Air India,Kolkata,Banglore,1,1700,6,9,2019,16,45,21,5,6,10,2019
IndiGo,Kolkata,Banglore,1,290,6,9,2019,8,10,13,0,6,9,2019
Jet Airways,Banglore,Delhi,0,165,5,6,2019,6,0,8,45,5,6,2019
Jet Airways,Delhi,Cochin,1,1240,3,6,2019,23,5,19,45,3,7,2019
Vistara,Banglore,Delhi,0,165,3,3,2019,9,50,12,35,3,3,2019
Multiple carriers,Delhi,Cochin,1,520,6,9,2019,10,20,19,0,6,9,2019
IndiGo,Banglore,Delhi,0,170,6,9,2019,22,10,1,0,6,10,2019
IndiGo,Kolkata,Banglore,0,155,15,3,2019,14,20,16,55,15,3,2019
Air India,Delhi,Cochin,2,865,15,5,2019,17,15,7,40,16,5,2019
GoAir,Delhi,Cochin,1,310,6,3,2019,14,25,19,35,6,3,2019
SpiceJet,Chennai,Kolkata,0,135,6,3,2019,8,20,10,35,6,3,2019
IndiGo,Banglore,Delhi,0,170,3,9,2019,16,55,19,45,3,9,2019
Air Asia,Delhi,Cochin,1,340,5,9,2019,16,45,22,25,5,9,2019
Jet Airways,Mumbai,Hyderabad,0,85,5,1,2019,2,55,4,20,5,1,2019
IndiGo,Banglore,Delhi,0,170,3,9,2019,5,30,8,20,3,9,2019
Air Asia,Kolkata,Banglore,1,720,6,12,2019,22,40,10,40,13,6,2019
SpiceJet,Chennai,Kolkata,0,135,6,6,2019,8,20,10,35,6,6,2019
IndiGo,Chennai,Kolkata,0,140,3,3,2019,5,15,7,35,3,3,2019
SpiceJet,Mumbai,Hyderabad,0,90,18,6,2019,13,15,14,45,18,6,2019
Jet Airways,Kolkata,Banglore,1,1075,6,9,2019,17,0,10,55,6,10,2019
Air India,Kolkata,Banglore,3,2115,24,3,2019,12,0,23,15,25,3,2019
SpiceJet,Banglore,Delhi,0,175,21,3,2019,9,35,12,30,21,3,2019
Jet Airways,Kolkata,Banglore,1,570,18,5,2019,14,5,23,35,18,5,2019
Jet Airways,Kolkata,Banglore,1,1150,6,9,2019,21,10,16,20,6,10,2019
Multiple carriers,Delhi,Cochin,1,480,3,6,2019,13,0,21,0,3,6,2019
IndiGo,Banglore,Delhi,0,175,15,4,2019,0,30,3,25,15,4,2019
IndiGo,Mumbai,Hyderabad,0,85,3,1,2019,21,20,22,45,3,1,2019
IndiGo,Banglore,Delhi,0,170,15,6,2019,23,30,2,20,16,6,2019
Air India,Banglore,Delhi,0,165,24,3,2019,10,0,12,45,24,3,2019
Jet Airways,Delhi,Cochin,2,495,3,9,2019,20,10,4,25,3,10,2019
Jet Airways,Banglore,Delhi,0,165,6,12,2019,6,0,8,45,6,12,2019
Jet Airways,Delhi,Cochin,2,1430,21,5,2019,19,10,19,0,22,5,2019
IndiGo,Banglore,Delhi,1,295,21,3,2019,13,40,18,35,21,3,2019
Vistara,Kolkata,Banglore,1,1545,24,3,2019,17,0,18,45,25,3,2019
Jet Airways,Kolkata,Banglore,1,1330,5,9,2019,6,30,4,40,5,10,2019
Vistara,Banglore,Delhi,0,155,18,3,2019,16,0,18,35,18,3,2019
Air India,Delhi,Cochin,2,500,6,6,2019,10,55,19,15,6,6,2019
Air India,Delhi,Cochin,0,170,6,6,2019,5,10,8,0,6,6,2019
Jet Airways,Mumbai,Hyderabad,0,90,3,6,2019,10,20,11,50,3,6,2019
Air Asia,Delhi,Cochin,1,340,6,9,2019,16,45,22,25,6,9,2019
Jet Airways,Banglore,Delhi,1,495,21,3,2019,7,0,15,15,21,3,2019
IndiGo,Delhi,Cochin,1,500,6,12,2019,17,10,1,30,13,6,2019
IndiGo,Banglore,Delhi,0,175,24,3,2019,21,20,0,15,22,3,2019
Air India,Kolkata,Banglore,2,445,6,12,2019,5,50,13,15,6,12,2019
Jet Airways,Banglore,Delhi,1,530,15,3,2019,22,50,7,40,16,3,2019
IndiGo,Mumbai,Hyderabad,0,90,24,3,2019,16,55,18,25,24,3,2019
IndiGo,Delhi,Cochin,1,500,6,1,2019,17,10,1,30,6,2,2019
IndiGo,Banglore,Delhi,1,300,3,9,2019,12,5,17,5,3,9,2019
Jet Airways,Kolkata,Banglore,1,590,6,12,2019,6,30,16,20,6,12,2019
SpiceJet,Chennai,Kolkata,0,140,24,5,2019,17,45,20,5,24,5,2019
Multiple carriers,Delhi,Cochin,1,860,6,12,2019,4,55,19,15,6,12,2019
Air Asia,Delhi,Cochin,1,330,18,5,2019,7,55,13,25,18,5,2019
SpiceJet,Kolkata,Banglore,1,315,4,1,2019,15,5,20,20,4,1,2019
Jet Airways,Kolkata,Banglore,1,730,5,1,2019,21,10,9,20,5,2,2019
IndiGo,Kolkata,Banglore,0,160,27,6,2019,21,25,0,5,28,6,2019
IndiGo,Delhi,Cochin,1,500,21,5,2019,17,10,1,30,22,5,2019
Jet Airways,Banglore,Delhi,0,180,27,5,2019,7,10,10,10,27,5,2019
IndiGo,Banglore,Delhi,0,170,6,1,2019,23,30,2,20,6,2,2019
GoAir,Delhi,Cochin,1,540,6,9,2019,10,35,19,35,6,9,2019
Jet Airways,Delhi,Cochin,1,1525,3,9,2019,17,25,18,50,3,10,2019
Jet Airways,Delhi,Cochin,2,810,27,6,2019,5,30,19,0,27,6,2019
Jet Airways,Banglore,Delhi,0,180,27,4,2019,17,45,20,45,27,4,2019
Jet Airways,Kolkata,Banglore,1,1685,5,9,2019,17,0,21,5,5,10,2019
Air India,Kolkata,Banglore,3,1470,5,6,2019,10,0,10,30,5,7,2019
Jet Airways,Delhi,Cochin,2,600,6,6,2019,18,25,4,25,6,7,2019
Multiple carriers,Delhi,Cochin,1,780,27,6,2019,8,0,21,0,27,6,2019
Jet Airways,Delhi,Cochin,1,620,21,5,2019,2,15,12,35,21,5,2019
Jet Airways,Delhi,Cochin,1,620,27,5,2019,2,15,12,35,27,5,2019
GoAir,Delhi,Cochin,1,370,5,6,2019,7,25,13,35,5,6,2019
Multiple carriers,Delhi,Cochin,1,695,21,3,2019,14,0,1,35,22,3,2019
Air India,Delhi,Cochin,2,1560,21,5,2019,17,15,19,15,22,5,2019
Jet Airways,Delhi,Cochin,1,1620,27,5,2019,16,0,19,0,28,5,2019
Multiple carriers,Delhi,Cochin,1,830,5,9,2019,11,40,1,30,5,10,2019
Jet Airways,Banglore,Delhi,1,375,3,1,2019,22,50,5,5,3,2,2019
Vistara,Banglore,Delhi,0,155,21,4,2019,17,0,19,35,21,4,2019
Multiple carriers,Delhi,Cochin,2,465,3,9,2019,17,50,1,35,3,10,2019
IndiGo,Kolkata,Banglore,0,165,5,12,2019,9,35,12,20,5,12,2019
Air India,Kolkata,Banglore,2,1210,5,12,2019,9,25,5,35,13,5,2019
Multiple carriers,Delhi,Cochin,1,535,3,9,2019,4,0,12,55,3,9,2019
Multiple carriers,Delhi,Cochin,1,680,3,3,2019,7,30,18,50,3,3,2019
Jet Airways,Delhi,Cochin,1,825,27,5,2019,22,50,12,35,28,5,2019
IndiGo,Mumbai,Hyderabad,0,90,15,5,2019,2,35,4,5,15,5,2019
Vistara,Banglore,Delhi,0,170,6,3,2019,11,30,14,20,6,3,2019
Jet Airways,Banglore,Delhi,0,180,27,4,2019,8,20,11,20,27,4,2019
Multiple carriers,Delhi,Cochin,1,845,3,6,2019,4,45,18,50,3,6,2019
IndiGo,Delhi,Cochin,1,490,5,6,2019,14,20,22,30,5,6,2019
Multiple carriers,Delhi,Cochin,1,740,6,1,2019,6,40,19,0,6,1,2019
Air India,Kolkata,Banglore,2,1700,5,1,2019,9,25,13,45,5,2,2019
Jet Airways,Banglore,Delhi,0,180,5,9,2019,8,20,11,20,5,9,2019
Air India,Kolkata,Banglore,2,920,6,6,2019,10,0,1,20,6,7,2019
Multiple carriers,Delhi,Cochin,1,385,3,1,2019,12,50,19,15,3,1,2019
IndiGo,Delhi,Cochin,1,515,21,3,2019,7,35,16,10,21,3,2019
Jet Airways,Delhi,Cochin,1,1320,3,9,2019,20,50,18,50,3,10,2019
Jet Airways,Kolkata,Banglore,1,1435,24,3,2019,19,45,19,40,25,3,2019
Jet Airways,Kolkata,Banglore,1,435,6,9,2019,10,20,17,35,6,9,2019
IndiGo,Delhi,Cochin,1,665,24,6,2019,5,5,16,10,24,6,2019
Jet Airways,Banglore,Delhi,1,570,15,3,2019,5,45,15,15,15,3,2019
Multiple carriers,Delhi,Cochin,1,555,15,5,2019,10,0,19,15,15,5,2019
Jet Airways,Delhi,Cochin,1,1040,5,9,2019,19,15,12,35,5,10,2019
SpiceJet,Delhi,Cochin,1,380,15,6,2019,15,45,22,5,15,6,2019
Multiple carriers,Delhi,Cochin,1,485,27,3,2019,10,45,18,50,27,3,2019
Jet Airways,Delhi,Cochin,1,1040,6,1,2019,19,15,12,35,6,2,2019
Multiple carriers,Delhi,Cochin,1,690,27,6,2019,7,30,19,0,27,6,2019
Jet Airways,Kolkata,Banglore,1,400,5,9,2019,14,5,20,45,5,9,2019
SpiceJet,Chennai,Kolkata,0,135,15,6,2019,8,20,10,35,15,6,2019
Multiple carriers,Delhi,Cochin,1,540,27,6,2019,10,0,19,0,27,6,2019
Jet Airways,Banglore,Delhi,0,180,5,12,2019,8,20,11,20,5,12,2019
SpiceJet,Kolkata,Banglore,0,145,27,4,2019,9,0,11,25,27,4,2019
IndiGo,Banglore,Delhi,0,170,24,3,2019,4,0,6,50,24,3,2019
Vistara,Banglore,Delhi,0,170,24,5,2019,21,0,23,50,24,5,2019
Vistara,Kolkata,Banglore,1,930,15,5,2019,7,10,22,40,15,5,2019
Jet Airways,Kolkata,Banglore,1,520,6,9,2019,20,0,4,40,6,10,2019
IndiGo,Banglore,Delhi,0,175,4,12,2019,7,10,10,5,4,12,2019
Air India,Mumbai,Hyderabad,2,990,3,6,2019,5,30,22,0,3,6,2019
Jet Airways,Delhi,Cochin,1,1145,18,5,2019,17,30,12,35,19,5,2019
Jet Airways,Banglore,Delhi,1,315,18,3,2019,8,0,13,15,18,3,2019
Jet Airways,Banglore,Delhi,0,180,15,5,2019,17,45,20,45,15,5,2019
Jet Airways,Banglore,Delhi,0,175,4,12,2019,11,10,14,5,4,12,2019
Jet Airways,Kolkata,Banglore,1,1285,15,5,2019,17,0,14,25,16,5,2019
SpiceJet,Chennai,Kolkata,0,135,18,5,2019,8,20,10,35,18,5,2019
Air India,Banglore,Delhi,2,1545,3,1,2019,8,50,10,35,3,2,2019
IndiGo,Banglore,Delhi,0,170,15,4,2019,22,10,1,0,16,4,2019
Jet Airways,Mumbai,Hyderabad,0,85,5,9,2019,7,5,8,30,5,9,2019
Jet Airways,Delhi,Cochin,2,1395,27,3,2019,5,10,4,25,28,3,2019
SpiceJet,Kolkata,Banglore,0,140,3,6,2019,22,20,0,40,3,7,2019
Air Asia,Delhi,Cochin,1,830,27,5,2019,16,45,6,35,28,5,2019
IndiGo,Kolkata,Banglore,1,280,5,6,2019,17,35,22,15,5,6,2019
SpiceJet,Banglore,Delhi,0,170,21,6,2019,9,30,12,20,21,6,2019
SpiceJet,Banglore,Delhi,0,160,5,3,2019,5,55,8,35,5,3,2019
Jet Airways,Delhi,Cochin,1,520,6,6,2019,19,45,4,25,6,7,2019
IndiGo,Delhi,Cochin,1,345,5,1,2019,21,50,3,35,5,2,2019
Multiple carriers,Delhi,Cochin,1,690,27,6,2019,14,0,1,30,28,6,2019
SpiceJet,Kolkata,Banglore,0,155,6,3,2019,6,55,9,30,6,3,2019
Air India,Delhi,Cochin,3,2280,15,6,2019,5,15,19,15,16,6,2019
Vistara,Chennai,Kolkata,0,135,15,3,2019,7,5,9,20,15,3,2019
Jet Airways,Banglore,Delhi,2,420,18,3,2019,8,55,15,55,18,3,2019
Multiple carriers,Delhi,Cochin,1,440,27,3,2019,6,0,13,20,27,3,2019
Jet Airways,Banglore,Delhi,1,900,3,6,2019,8,0,23,0,3,6,2019
Jet Airways,Delhi,Cochin,1,1110,27,3,2019,9,55,4,25,28,3,2019
Jet Airways,Mumbai,Hyderabad,0,90,3,1,2019,10,20,11,50,3,1,2019
Air India,Delhi,Cochin,1,705,27,3,2019,20,30,8,15,28,3,2019
Air Asia,Kolkata,Banglore,1,955,15,4,2019,7,35,23,30,15,4,2019
Multiple carriers,Delhi,Cochin,2,460,27,6,2019,17,50,1,30,28,6,2019
Jet Airways,Delhi,Cochin,2,505,24,6,2019,20,0,4,25,25,6,2019
Jet Airways,Delhi,Cochin,2,2045,21,3,2019,18,20,4,25,23,3,2019
Air India,Delhi,Cochin,1,705,3,6,2019,20,30,8,15,3,7,2019
IndiGo,Chennai,Kolkata,0,145,18,5,2019,11,35,14,0,18,5,2019
Multiple carriers,Delhi,Cochin,2,695,3,9,2019,9,45,21,20,3,9,2019
Multiple carriers,Delhi,Cochin,1,845,6,9,2019,4,55,19,0,6,9,2019
Air India,Kolkata,Banglore,2,1100,5,9,2019,7,0,1,20,5,10,2019
Jet Airways,Delhi,Cochin,2,830,15,6,2019,14,35,4,25,16,6,2019
Multiple carriers,Delhi,Cochin,1,825,3,9,2019,6,0,19,45,3,9,2019
Jet Airways,Kolkata,Banglore,1,775,6,12,2019,21,10,10,5,13,6,2019
Jet Airways,Delhi,Cochin,1,540,6,6,2019,10,0,19,0,6,6,2019
Multiple carriers,Delhi,Cochin,1,755,21,3,2019,13,0,1,35,22,3,2019
Vistara,Banglore,Delhi,0,170,6,9,2019,9,45,12,35,6,9,2019
Air India,Kolkata,Banglore,2,970,5,12,2019,16,45,8,55,13,5,2019
Jet Airways,Delhi,Cochin,1,360,6,3,2019,13,0,19,0,6,3,2019
Jet Airways,Delhi,Cochin,1,1505,6,12,2019,11,30,12,35,13,6,2019
Vistara,Kolkata,Banglore,1,630,24,3,2019,9,55,20,25,24,3,2019
Jet Airways,Delhi,Cochin,2,1615,6,3,2019,9,40,12,35,6,4,2019
Jet Airways,Kolkata,Banglore,1,900,24,3,2019,8,25,23,25,24,3,2019
Jet Airways,Mumbai,Hyderabad,2,500,3,12,2019,8,15,16,35,3,12,2019
Vistara,Banglore,Delhi,0,165,4,1,2019,19,30,22,15,4,1,2019
Vistara,Kolkata,Banglore,1,1640,5,1,2019,17,0,20,20,5,2,2019
Jet Airways,Delhi,Cochin,1,1270,5,9,2019,21,50,19,0,5,10,2019
Jet Airways,Banglore,Delhi,0,175,21,4,2019,15,15,18,10,21,4,2019
IndiGo,Banglore,Delhi,0,170,6,1,2019,0,25,3,15,6,1,2019
Jet Airways,Kolkata,Banglore,1,775,15,5,2019,21,10,10,5,16,5,2019
Jet Airways,Banglore,Delhi,1,435,15,3,2019,8,55,16,10,15,3,2019
Multiple carriers,Delhi,Cochin,1,560,27,5,2019,11,40,21,0,27,5,2019
SpiceJet,Delhi,Cochin,1,295,6,1,2019,17,55,22,50,6,1,2019
IndiGo,Chennai,Kolkata,0,145,21,6,2019,11,35,14,0,21,6,2019
IndiGo,Delhi,Cochin,1,570,21,3,2019,11,30,21,0,21,3,2019
Jet Airways,Banglore,Delhi,0,180,21,5,2019,17,45,20,45,21,5,2019
Jet Airways,Delhi,Cochin,1,300,15,6,2019,14,0,19,0,15,6,2019
IndiGo,Banglore,Delhi,0,170,6,12,2019,20,0,22,50,6,12,2019
Air India,Mumbai,Hyderabad,0,90,4,3,2019,13,55,15,25,4,3,2019
Multiple carriers,Delhi,Cochin,1,480,6,9,2019,13,0,21,0,6,9,2019
IndiGo,Delhi,Cochin,1,810,21,3,2019,7,30,21,0,21,3,2019
Jet Airways,Mumbai,Hyderabad,0,90,5,3,2019,10,20,11,50,5,3,2019
IndiGo,Delhi,Cochin,0,195,21,5,2019,5,35,8,50,21,5,2019
SpiceJet,Kolkata,Banglore,0,150,21,3,2019,17,15,19,45,21,3,2019
IndiGo,Banglore,Delhi,0,180,4,12,2019,16,55,19,55,4,12,2019
IndiGo,Kolkata,Banglore,1,220,6,9,2019,19,35,23,15,6,9,2019
Air Asia,Banglore,Delhi,0,170,5,6,2019,23,55,2,45,5,7,2019
SpiceJet,Mumbai,Hyderabad,0,80,15,3,2019,5,45,7,5,15,3,2019
Jet Airways,Kolkata,Banglore,1,1005,6,6,2019,17,0,9,45,6,7,2019
Multiple carriers,Delhi,Cochin,1,480,24,6,2019,17,30,1,30,25,6,2019
Jet Airways,Delhi,Cochin,1,1280,6,9,2019,7,5,4,25,6,10,2019
GoAir,Banglore,Delhi,0,175,15,6,2019,7,45,10,40,15,6,2019
IndiGo,Banglore,Delhi,0,170,5,9,2019,10,10,13,0,5,9,2019
Jet Airways,Delhi,Cochin,2,1195,24,6,2019,23,5,19,0,25,6,2019
Air India,Kolkata,Banglore,1,245,4,1,2019,9,10,13,15,4,1,2019
IndiGo,Banglore,Delhi,0,180,15,3,2019,8,30,11,30,15,3,2019
IndiGo,Kolkata,Banglore,1,290,6,6,2019,8,10,13,0,6,6,2019
Air India,Delhi,Cochin,2,1730,6,12,2019,14,25,19,15,13,6,2019
Jet Airways,Mumbai,Hyderabad,0,85,6,3,2019,2,55,4,20,6,3,2019
IndiGo,Chennai,Kolkata,0,140,15,6,2019,13,15,15,35,15,6,2019
Jet Airways,Kolkata,Banglore,1,730,6,6,2019,21,10,9,20,6,7,2019
Jet Airways,Delhi,Cochin,1,1475,21,3,2019,18,15,18,50,22,3,2019
Multiple carriers,Delhi,Cochin,1,930,6,12,2019,10,0,1,30,13,6,2019
Air India,Delhi,Cochin,2,435,24,6,2019,12,0,19,15,24,6,2019
Jet Airways,Kolkata,Banglore,1,1520,6,9,2019,9,35,10,55,6,10,2019
IndiGo,Mumbai,Hyderabad,0,90,27,5,2019,6,25,7,55,27,5,2019
Air India,Delhi,Cochin,2,1410,5,9,2019,19,45,19,15,5,10,2019
SpiceJet,Delhi,Cochin,1,270,21,3,2019,8,45,13,15,21,3,2019
Jet Airways,Delhi,Cochin,1,335,27,6,2019,22,50,4,25,28,6,2019
IndiGo,Banglore,Delhi,0,170,24,3,2019,22,20,1,10,28,3,2019
SpiceJet,Mumbai,Hyderabad,0,90,15,5,2019,22,45,0,15,16,5,2019
Jet Airways,Kolkata,Banglore,1,590,5,6,2019,8,25,18,15,5,6,2019
Air India,Delhi,Cochin,2,1100,27,3,2019,13,20,7,40,28,3,2019
Jet Airways,Kolkata,Banglore,1,1295,6,12,2019,20,25,18,0,13,6,2019
IndiGo,Kolkata,Banglore,0,160,21,5,2019,21,25,0,5,22,5,2019
Jet Airways,Delhi,Cochin,1,1570,3,6,2019,2,15,4,25,3,7,2019
Jet Airways,Kolkata,Banglore,1,400,6,9,2019,14,5,20,45,6,9,2019
Jet Airways,Banglore,Delhi,0,180,24,4,2019,7,10,10,10,24,4,2019
Multiple carriers,Delhi,Cochin,1,440,6,12,2019,11,40,19,0,6,12,2019
GoAir,Banglore,Delhi,0,170,21,6,2019,11,40,14,30,21,6,2019
Air India,Delhi,Cochin,0,180,15,5,2019,14,10,17,10,15,5,2019
Jet Airways,Delhi,Cochin,1,1680,5,9,2019,15,0,19,0,5,10,2019
Air India,Delhi,Cochin,2,1940,3,9,2019,10,55,19,15,3,10,2019
SpiceJet,Mumbai,Hyderabad,0,90,4,3,2019,13,15,14,45,4,3,2019
IndiGo,Delhi,Cochin,1,295,27,6,2019,5,10,10,5,27,6,2019
IndiGo,Delhi,Cochin,1,630,5,9,2019,15,0,1,30,5,10,2019
Jet Airways,Mumbai,Hyderabad,0,90,6,9,2019,19,35,21,5,6,9,2019
Jet Airways,Banglore,Delhi,0,165,5,12,2019,6,0,8,45,5,12,2019
Jet Airways,Delhi,Cochin,2,1995,21,3,2019,19,10,4,25,23,3,2019
SpiceJet,Mumbai,Hyderabad,0,80,18,3,2019,5,45,7,5,18,3,2019
Air India,Kolkata,Banglore,2,535,18,5,2019,9,25,18,20,18,5,2019
IndiGo,Chennai,Kolkata,0,145,15,3,2019,22,5,0,30,13,3,2019
SpiceJet,Chennai,Kolkata,0,140,27,6,2019,17,45,20,5,27,6,2019
Jet Airways,Kolkata,Banglore,1,800,15,5,2019,20,25,9,45,16,5,2019
Multiple carriers,Delhi,Cochin,1,540,3,3,2019,7,10,16,10,3,3,2019
Jet Airways,Kolkata,Banglore,1,450,6,12,2019,21,10,4,40,13,6,2019
IndiGo,Delhi,Cochin,1,895,18,5,2019,10,35,1,30,19,5,2019
Jet Airways,Delhi,Cochin,1,660,27,5,2019,8,0,19,0,27,5,2019
SpiceJet,Mumbai,Hyderabad,0,90,15,6,2019,5,45,7,15,15,6,2019
Jet Airways,Delhi,Cochin,1,1485,21,5,2019,18,15,19,0,22,5,2019
Air India,Delhi,Cochin,1,555,6,6,2019,10,0,19,15,6,6,2019
IndiGo,Delhi,Cochin,1,290,6,3,2019,15,10,20,0,6,3,2019
Air Asia,Kolkata,Banglore,0,150,3,9,2019,22,50,1,20,3,10,2019
Jet Airways,Delhi,Cochin,2,560,18,5,2019,9,40,19,0,18,5,2019
Jet Airways,Banglore,Delhi,1,340,15,3,2019,5,45,11,25,15,3,2019
